Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SDHAF2","Succinate Dehydrogenase Complex Assembly Factor 2","Protein Coding","Q9NX18","55","GC11P061430","37.9281616210938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF2"
"MIR18A","MicroRNA 18a","RNA Gene","","28","GC13P091701","37.8322601318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","P49918","58","GC11M012606","37.828441619873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"MIR34A","MicroRNA 34a","RNA Gene","","32","GC01M015281","37.4252243041992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","P08069","68","GC15P098648","37.3589324951172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"SMO","Smoothened, Frizzled Class Receptor","Protein Coding","Q99835","64","GC07P137052","37.231201171875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMO"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","36.8953285217285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","67","GC04M055078","36.8813552856445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"BANCR","BRAF-Activated Non-Protein Coding RNA","RNA Gene","","22","GC09M069296","36.8513717651367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANCR"
"NKX2-5","NK2 Homeobox 5","Protein Coding","P52952","57","GC05M173232","36.8470878601074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-5"
"TRIP13","Thyroid Hormone Receptor Interactor 13","Protein Coding","Q15645","54","GC05P000892","36.7984390258789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP13"
"SST","Somatostatin","Protein Coding","P61278","53","GC03M187668","36.7871284484863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"MYCN","MYCN Proto-Oncogene, BHLH Transcription Factor","Protein Coding","P04198","59","GC02P015970","36.7239837646484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCN"
"TP73","Tumor Protein P73","Protein Coding","O15350","58","GC01P003652","36.566333770752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP73"
"EGF","Epidermal Growth Factor","Protein Coding","P01133","64","GC04P109912","36.4335327148438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"MIR181A1","MicroRNA 181a-1","RNA Gene","","28","GC01M198860","36.3510246276855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1"
"MIR145","MicroRNA 145","RNA Gene","","32","GC05P149430","36.3469047546387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145"
"ALB","Albumin","Protein Coding","P02768","62","GC04P073397","36.2795333862305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"MIR30A","MicroRNA 30a","RNA Gene","","28","GC06M071403","36.1857223510742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","Q07812","64","GC19P048954","36.0742645263672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"PAX6","Paired Box 6","Protein Coding","P26367","60","GC11M031784","36.0175590515137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX6"
"MIR34C","MicroRNA 34c","RNA Gene","","31","GC11P112585","35.8956871032715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34C"
"PDGFRB","Platelet Derived Growth Factor Receptor Beta","Protein Coding","P09619","66","GC05M150113","35.678092956543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB"
"KRT19","Keratin 19","Protein Coding","P08727","58","GC17M041523","35.6733131408691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"MIR125A","MicroRNA 125a","RNA Gene","","31","GC19P123545","35.5515899658203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125A"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","P08253","66","GC16P097295","35.3362731933594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"DIO1","Iodothyronine Deiodinase 1","Protein Coding","P49895","52","GC01P053891","35.0518264770508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO1"
"IL4","Interleukin 4","Protein Coding","P05112","59","GC05P132673","34.9943161010742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","Q96T21","54","GC09P089318","34.8088531494141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"MIR19A","MicroRNA 19a","RNA Gene","","29","GC13P091695","34.8002471923828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19A"
"CASP3","Caspase 3","Protein Coding","P42574","62","GC04M184627","34.7739906311035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q15910","66","GC07M148807","34.6581153869629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"VIM","Vimentin","Protein Coding","P08670","64","GC10P017227","34.6094245910645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","64","GC05P068215","34.5344772338867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"MINPP1","Multiple Inositol-Polyphosphate Phosphatase 1","Protein Coding","Q9UNW1","56","GC10P087504","34.4656944274902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINPP1"
"POLD1","DNA Polymerase Delta 1, Catalytic Subunit","Protein Coding","P28340","59","GC19P123479","34.2413787841797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD1"
"NOTCH1","Notch Receptor 1","Protein Coding","P46531","66","GC09M138850","34.1443023681641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1"
"ATRX","ATRX Chromatin Remodeler","Protein Coding","P46100","59","GC0XM077504","34.1226196289063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRX"
"MIR181A2","MicroRNA 181a-2","RNA Gene","","29","GC09P124692","34.0247497558594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A2"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","P35354","62","GC01M186671","33.9895324707031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"RAD51C","RAD51 Paralog C","Protein Coding","O43502","55","GC17P058692","33.7461242675781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51C"
"ERBB4","Erb-B2 Receptor Tyrosine Kinase 4","Protein Coding","Q15303","67","GC02M211375","33.5172958374023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4"
"CD44","CD44 Molecule (IN Blood Group)","Protein Coding","P16070","62","GC11P035139","33.397819519043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44"
"INS","Insulin","Protein Coding","P01308","60","GC11M002159","33.3946838378906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"MGMT","O-6-Methylguanine-DNA Methyltransferase","Protein Coding","P16455","62","GC10P129467","33.3176498413086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGMT"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736","62","GC07P106865","33.3169631958008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"LTA","Lymphotoxin Alpha","Protein Coding","P01374","55","GC06P144762","33.2808456420898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA"
"ETV6","ETS Variant Transcription Factor 6","Protein Coding","P41212","59","GC12P011649","33.0308303833008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV6"
"CHGA","Chromogranin A","Protein Coding","P10645","56","GC14P093363","32.970817565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHGA"
"HLA-DRB1","Major Histocompatibility Complex, Class II, DR Beta 1","Protein Coding","P01911","59","GC06M097159","32.759952545166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1"
"PTCSC1","Papillary Thyroid Carcinoma Susceptibility Candidate 1","RNA Gene","","21","GC08P133054","32.7476501464844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCSC1"
"XIST","X Inactive Specific Transcript","RNA Gene","","33","GC0XM073820","32.649974822998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"LOC126806630","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr3:24184437-24185636","Functional Element","","6","GC03P024142","32.6488342285156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806630"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","Q9BYW2","60","GC03M047033","32.6025009155273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"RHOA","Ras Homolog Family Member A","Protein Coding","P61586","63","GC03M049359","32.5249252319336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"TNFRSF10B","TNF Receptor Superfamily Member 10b","Protein Coding","O14763","63","GC08M023020","32.4270439147949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10B"
"LOC126862571","BRD4-Independent Group 4 Enhancer GRCh37_chr17:41243136-41244335","Functional Element","","10","GC17P125309","32.2905426025391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862571"
"TMEM127","Transmembrane Protein 127","Protein Coding","O75204","51","GC02M096248","32.2774887084961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P05412","63","GC01M058780","32.2472114562988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"MAX","MYC Associated Factor X","Protein Coding","P61244","59","GC14M065341","32.2141189575195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAX"
"SNHG12","Small Nucleolar RNA Host Gene 12","RNA Gene","Q9BXW3","31","GC01M031833","32.1574440002441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG12"
"EP300","E1A Binding Protein P300","Protein Coding","Q09472","65","GC22P076143","32.1093597412109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","Q9Y243","68","GC01M243488","32.0993804931641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3"
"LOC107303340","3p25 Von Hippel-Lindau Tumor Suppressor, E3 Ubiquitin Protein Ligase Alu-Mediated Recombination Region","Functional Element","","10","GC03P022800","32.076000213623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107303340"
"SRGAP1","SLIT-ROBO Rho GTPase Activating Protein 1","Protein Coding","Q7Z6B7","53","GC12P063847","31.8978099822998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP1"
"CCDC6","Coiled-Coil Domain Containing 6","Protein Coding","Q16204","52","GC10M059788","31.8182754516602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC6"
"AIP","Aryl Hydrocarbon Receptor Interacting Protein","Protein Coding","O00170","55","GC11P067468","31.7199668884277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIP"
"MED12","Mediator Complex Subunit 12","Protein Coding","Q93074","57","GC0XP071118","31.64284324646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED12"
"FOXP3","Forkhead Box P3","Protein Coding","Q9BZS1","60","GC0XM049250","31.5577621459961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"LGALS3","Galectin 3","Protein Coding","P17931","58","GC14P055124","31.4352836608887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3"
"MIR7-3HG","MIR7-3 Host Gene","RNA Gene","Q8N6C7","35","GC19P122009","31.410701751709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3HG"
"MIR138-1","MicroRNA 138-1","RNA Gene","","29","GC03P044115","31.374397277832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-1"
"PCM1","Pericentriolar Material 1","Protein Coding","Q15154","53","GC08P017922","31.3521537780762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCM1"
"TNFSF11","TNF Superfamily Member 11","Protein Coding","O14788","62","GC13P042562","31.2528610229492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","P49959","61","GC11M129626","31.2419109344482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"PKM","Pyruvate Kinase M1/2","Protein Coding","P14618","63","GC15M072199","31.1087589263916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM"
"FANCC","FA Complementation Group C","Protein Coding","Q00597","60","GC09M095099","31.0876579284668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCC"
"AFAP1-AS1","AFAP1 Antisense RNA 1","RNA Gene","","27","GC04P007961","31.0190658569336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1-AS1"
"MIR210","MicroRNA 210","RNA Gene","","30","GC11M012505","30.9752616882324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210"
"BLM","BLM RecQ Like Helicase","Protein Coding","P54132","62","GC15P090717","30.9328746795654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM"
"HGF","Hepatocyte Growth Factor","Protein Coding","P14210","65","GC07M081699","30.8964405059814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","P05362","63","GC19P122290","30.8857192993164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"KLLN","Killin, P53 Regulated DNA Replication Inhibitor","Protein Coding","B2CW77","43","GC10M088508","30.8534736633301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLLN"
"RELA","RELA Proto-Oncogene, NF-KB Subunit","Protein Coding","Q04206","64","GC11M065653","30.7638244628906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA"
"PDCD1","Programmed Cell Death 1","Protein Coding","Q15116","60","GC02M241849","30.6448249816895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD1"
"MIR126","MicroRNA 126","RNA Gene","","31","GC09P136670","30.6227226257324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"IDH2","Isocitrate Dehydrogenase (NADP(+)) 2","Protein Coding","P48735","66","GC15M090083","30.5327033996582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2"
"DIS3L2","DIS3 Like 3'-5' Exoribonuclease 2","Protein Coding","Q8IYB7","55","GC02P231961","30.487154006958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3L2"
"CREBBP","CREB Binding Protein","Protein Coding","Q92793","67","GC16M025750","30.4353427886963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","Q9Y2R2","59","GC01M113813","30.425479888916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"TNFRSF11B","TNF Receptor Superfamily Member 11b","Protein Coding","O00300","60","GC08M118923","30.3908424377441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","P52926","58","GC12P065824","30.3558197021484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"IL1A","Interleukin 1 Alpha","Protein Coding","P01583","58","GC02M112773","30.3168067932129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"NCOA4","Nuclear Receptor Coactivator 4","Protein Coding","Q13772","50","GC10M046005","30.2712860107422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA4"
"JAK2","Janus Kinase 2","Protein Coding","O60674","66","GC09P004985","30.247371673584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"GAS8-AS1","GAS8 Antisense RNA 1","RNA Gene","O95177","32","GC16M090028","30.1643218994141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS8-AS1"
"TSG101","Tumor Susceptibility 101","Protein Coding","Q99816","57","GC11M018468","30.1353187561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSG101"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","Q92878","63","GC05P132556","30.1313705444336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"DIO2","Iodothyronine Deiodinase 2","Protein Coding","Q92813","51","GC14M080197","30.0357990264893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO2"
"CDKN2C","Cyclin Dependent Kinase Inhibitor 2C","Protein Coding","P42773","56","GC01P050960","30.0267219543457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2C"
"CASR","Calcium Sensing Receptor","Protein Coding","P41180","64","GC03P122183","30.0254020690918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"RASSF1","Ras Association Domain Family Member 1","Protein Coding","Q9NS23","56","GC03M050329","29.9311962127686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF1"
"MIR197","MicroRNA 197","RNA Gene","","28","GC01P109598","29.8876399993896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR197"
"MIR140","MicroRNA 140","RNA Gene","","33","GC16P097800","29.8601417541504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140"
"FGF2","Fibroblast Growth Factor 2","Protein Coding","P09038","59","GC04P122826","29.8385314941406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"LATS1","Large Tumor Suppressor Kinase 1","Protein Coding","O95835","58","GC06M149658","29.8210906982422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1"
"RAD51D","RAD51 Paralog D","Protein Coding","O75771","53","GC17M035092","29.7882022857666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51D"
"LEP","Leptin","Protein Coding","P41159","59","GC07P128241","29.7513294219971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"PTTG1","PTTG1 Regulator Of Sister Chromatid Separation, Securin","Protein Coding","O95997","54","GC05P160446","29.5548095703125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG1"
"REST","RE1 Silencing Transcription Factor","Protein Coding","Q13127","56","GC04P056907","29.5035266876221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REST"
"CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","P13500","62","GC17P034255","29.3890113830566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2"
"FOXO1","Forkhead Box O1","Protein Coding","Q12778","64","GC13M040555","29.3795013427734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1"
"TUG1","Taurine Up-Regulated 1","Protein Coding","A0A6I8PU40","34","GC22P030969","29.2578258514404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"MIR143","MicroRNA 143","RNA Gene","","33","GC05P153734","29.2194576263428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"MIR214","MicroRNA 214","RNA Gene","","31","GC01M172234","29.1861877441406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"PRL","Prolactin","Protein Coding","P01236","56","GC06M022287","29.1619834899902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"POMC","Proopiomelanocortin","Protein Coding","P01189","61","GC02M025160","29.1367797851563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC"
